length,metric,model,seed,task,value
20,transition_consistency,cot_pad,2,mod3,0.8273333333333334
21,state_accuracy,cot_pad,2,mod3,0.8466666666666667
21,final_answer_accuracy,cot_pad,2,mod3,0.6533333333333333
21,transition_consistency,cot_pad,2,mod3,0.823968253968254
22,state_accuracy,cot_pad,2,mod3,0.8234848484848485
22,final_answer_accuracy,cot_pad,2,mod3,0.6066666666666667
22,transition_consistency,cot_pad,2,mod3,0.8104545454545454
23,state_accuracy,cot_pad,2,mod3,0.8157971014492753
23,final_answer_accuracy,cot_pad,2,mod3,0.6333333333333333
23,transition_consistency,cot_pad,2,mod3,0.8055072463768116
24,state_accuracy,cot_pad,2,mod3,0.8109722222222222
24,final_answer_accuracy,cot_pad,2,mod3,0.5933333333333334
24,transition_consistency,cot_pad,2,mod3,0.7961111111111111
25,state_accuracy,cot_pad,2,mod3,0.8062666666666667
25,final_answer_accuracy,cot_pad,2,mod3,0.6066666666666667
25,transition_consistency,cot_pad,2,mod3,0.7912
26,state_accuracy,cot_pad,2,mod3,0.7861538461538462
26,final_answer_accuracy,cot_pad,2,mod3,0.46
26,transition_consistency,cot_pad,2,mod3,0.7829487179487179
27,state_accuracy,cot_pad,2,mod3,0.778641975308642
27,final_answer_accuracy,cot_pad,2,mod3,0.39666666666666667
27,transition_consistency,cot_pad,2,mod3,0.7761728395061729
28,state_accuracy,cot_pad,2,mod3,0.7497619047619047
28,final_answer_accuracy,cot_pad,2,mod3,0.3566666666666667
28,transition_consistency,cot_pad,2,mod3,0.7533333333333333
29,state_accuracy,cot_pad,2,mod3,0.7405747126436781
29,final_answer_accuracy,cot_pad,2,mod3,0.2833333333333333
29,transition_consistency,cot_pad,2,mod3,0.7460919540229886
30,state_accuracy,cot_pad,2,mod3,0.736
30,final_answer_accuracy,cot_pad,2,mod3,0.43666666666666665
30,transition_consistency,cot_pad,2,mod3,0.7401111111111112
31,state_accuracy,cot_pad,2,mod3,0.7198924731182795
31,final_answer_accuracy,cot_pad,2,mod3,0.2633333333333333
31,transition_consistency,cot_pad,2,mod3,0.7466666666666667
32,state_accuracy,cot_pad,2,mod3,0.7008333333333333
32,final_answer_accuracy,cot_pad,2,mod3,0.35
32,transition_consistency,cot_pad,2,mod3,0.7220833333333333
33,state_accuracy,cot_pad,2,mod3,0.7012121212121212
33,final_answer_accuracy,cot_pad,2,mod3,0.37
33,transition_consistency,cot_pad,2,mod3,0.7237373737373738
34,state_accuracy,cot_pad,2,mod3,0.696764705882353
34,final_answer_accuracy,cot_pad,2,mod3,0.48333333333333334
34,transition_consistency,cot_pad,2,mod3,0.7095098039215686
35,state_accuracy,cot_pad,2,mod3,0.6904761904761905
35,final_answer_accuracy,cot_pad,2,mod3,0.36333333333333334
35,transition_consistency,cot_pad,2,mod3,0.7036190476190476
36,state_accuracy,cot_pad,2,mod3,0.6557407407407407
36,final_answer_accuracy,cot_pad,2,mod3,0.3333333333333333
36,transition_consistency,cot_pad,2,mod3,0.6900925925925926
37,state_accuracy,cot_pad,2,mod3,0.6663063063063063
37,final_answer_accuracy,cot_pad,2,mod3,0.36333333333333334
37,transition_consistency,cot_pad,2,mod3,0.6843243243243243
38,state_accuracy,cot_pad,2,mod3,0.6745614035087719
38,final_answer_accuracy,cot_pad,2,mod3,0.37666666666666665
38,transition_consistency,cot_pad,2,mod3,0.6815789473684211
39,state_accuracy,cot_pad,2,mod3,0.6452991452991453
39,final_answer_accuracy,cot_pad,2,mod3,0.28
39,transition_consistency,cot_pad,2,mod3,0.665042735042735
40,state_accuracy,cot_pad,2,mod3,0.6338333333333334
40,final_answer_accuracy,cot_pad,2,mod3,0.35333333333333333
40,transition_consistency,cot_pad,2,mod3,0.6625
41,state_accuracy,cot_pad,2,mod3,0.63
41,final_answer_accuracy,cot_pad,2,mod3,0.3
41,transition_consistency,cot_pad,2,mod3,0.6595934959349593
42,state_accuracy,cot_pad,2,mod3,0.6238888888888889
42,final_answer_accuracy,cot_pad,2,mod3,0.3466666666666667
42,transition_consistency,cot_pad,2,mod3,0.6490476190476191
43,state_accuracy,cot_pad,2,mod3,0.615968992248062
43,final_answer_accuracy,cot_pad,2,mod3,0.35
43,transition_consistency,cot_pad,2,mod3,0.6455813953488372
44,state_accuracy,cot_pad,2,mod3,0.6041666666666666
44,final_answer_accuracy,cot_pad,2,mod3,0.37
44,transition_consistency,cot_pad,2,mod3,0.6325757575757576
45,state_accuracy,cot_pad,2,mod3,0.6104444444444445
45,final_answer_accuracy,cot_pad,2,mod3,0.31
45,transition_consistency,cot_pad,2,mod3,0.6317777777777778
46,state_accuracy,cot_pad,2,mod3,0.6
46,final_answer_accuracy,cot_pad,2,mod3,0.33666666666666667
46,transition_consistency,cot_pad,2,mod3,0.6231884057971014
47,state_accuracy,cot_pad,2,mod3,0.6022695035460993
47,final_answer_accuracy,cot_pad,2,mod3,0.35333333333333333
47,transition_consistency,cot_pad,2,mod3,0.6342553191489362
48,state_accuracy,cot_pad,2,mod3,0.5940972222222223
48,final_answer_accuracy,cot_pad,2,mod3,0.29333333333333333
48,transition_consistency,cot_pad,2,mod3,0.6214583333333333
49,state_accuracy,cot_pad,2,mod3,0.574421768707483
49,final_answer_accuracy,cot_pad,2,mod3,0.34
49,transition_consistency,cot_pad,2,mod3,0.6138095238095238
50,state_accuracy,cot_pad,2,mod3,0.5811333333333333
50,final_answer_accuracy,cot_pad,2,mod3,0.3566666666666667
50,transition_consistency,cot_pad,2,mod3,0.6106666666666667
51,state_accuracy,cot_pad,2,mod3,0.5730065359477124
51,final_answer_accuracy,cot_pad,2,mod3,0.31
51,transition_consistency,cot_pad,2,mod3,0.5981045751633987
52,state_accuracy,cot_pad,2,mod3,0.5742948717948718
52,final_answer_accuracy,cot_pad,2,mod3,0.3233333333333333
52,transition_consistency,cot_pad,2,mod3,0.5992948717948718
53,state_accuracy,cot_pad,2,mod3,0.5759748427672956
53,final_answer_accuracy,cot_pad,2,mod3,0.31333333333333335
53,transition_consistency,cot_pad,2,mod3,0.5986792452830189
54,state_accuracy,cot_pad,2,mod3,0.5591975308641975
54,final_answer_accuracy,cot_pad,2,mod3,0.35
54,transition_consistency,cot_pad,2,mod3,0.5881481481481482
55,state_accuracy,cot_pad,2,mod3,0.5555151515151515
55,final_answer_accuracy,cot_pad,2,mod3,0.3433333333333333
55,transition_consistency,cot_pad,2,mod3,0.5872121212121212
56,state_accuracy,cot_pad,2,mod3,0.5575595238095238
56,final_answer_accuracy,cot_pad,2,mod3,0.34
56,transition_consistency,cot_pad,2,mod3,0.5898214285714286
57,state_accuracy,cot_pad,2,mod3,0.5492397660818713
57,final_answer_accuracy,cot_pad,2,mod3,0.36
57,transition_consistency,cot_pad,2,mod3,0.5880116959064328
58,state_accuracy,cot_pad,2,mod3,0.5357471264367816
58,final_answer_accuracy,cot_pad,2,mod3,0.33
58,transition_consistency,cot_pad,2,mod3,0.587816091954023
59,state_accuracy,cot_pad,2,mod3,0.5380225988700565
59,final_answer_accuracy,cot_pad,2,mod3,0.3433333333333333
59,transition_consistency,cot_pad,2,mod3,0.5763841807909604
60,state_accuracy,cot_pad,2,mod3,0.5371666666666667
60,final_answer_accuracy,cot_pad,2,mod3,0.35
60,transition_consistency,cot_pad,2,mod3,0.5733888888888888
61,state_accuracy,cot_pad,2,mod3,0.5303825136612021
61,final_answer_accuracy,cot_pad,2,mod3,0.30333333333333334
61,transition_consistency,cot_pad,2,mod3,0.5753551912568307
62,state_accuracy,cot_pad,2,mod3,0.530752688172043
62,final_answer_accuracy,cot_pad,2,mod3,0.31666666666666665
62,transition_consistency,cot_pad,2,mod3,0.5636021505376344
63,state_accuracy,cot_pad,2,mod3,0.5237037037037037
63,final_answer_accuracy,cot_pad,2,mod3,0.33
63,transition_consistency,cot_pad,2,mod3,0.5648677248677249
64,state_accuracy,cot_pad,2,mod3,0.5260416666666666
64,final_answer_accuracy,cot_pad,2,mod3,0.36666666666666664
64,transition_consistency,cot_pad,2,mod3,0.5615104166666667
65,state_accuracy,cot_pad,2,mod3,0.5250769230769231
65,final_answer_accuracy,cot_pad,2,mod3,0.31666666666666665
65,transition_consistency,cot_pad,2,mod3,0.5603076923076923
66,state_accuracy,cot_pad,2,mod3,0.5288383838383839
66,final_answer_accuracy,cot_pad,2,mod3,0.33
66,transition_consistency,cot_pad,2,mod3,0.5645454545454546
67,state_accuracy,cot_pad,2,mod3,0.5117412935323383
67,final_answer_accuracy,cot_pad,2,mod3,0.36333333333333334
67,transition_consistency,cot_pad,2,mod3,0.5595522388059702
68,state_accuracy,cot_pad,2,mod3,0.5099509803921569
68,final_answer_accuracy,cot_pad,2,mod3,0.3333333333333333
68,transition_consistency,cot_pad,2,mod3,0.553186274509804
69,state_accuracy,cot_pad,2,mod3,0.5123671497584541
69,final_answer_accuracy,cot_pad,2,mod3,0.35
69,transition_consistency,cot_pad,2,mod3,0.5490821256038647
70,state_accuracy,cot_pad,2,mod3,0.5207142857142857
70,final_answer_accuracy,cot_pad,2,mod3,0.3466666666666667
70,transition_consistency,cot_pad,2,mod3,0.5507142857142857
71,state_accuracy,cot_pad,2,mod3,0.5101877934272301
71,final_answer_accuracy,cot_pad,2,mod3,0.31333333333333335
71,transition_consistency,cot_pad,2,mod3,0.5446948356807512
72,state_accuracy,cot_pad,2,mod3,0.5035185185185185
72,final_answer_accuracy,cot_pad,2,mod3,0.2966666666666667
72,transition_consistency,cot_pad,2,mod3,0.5406018518518518
73,state_accuracy,cot_pad,2,mod3,0.49534246575342467
73,final_answer_accuracy,cot_pad,2,mod3,0.30666666666666664
73,transition_consistency,cot_pad,2,mod3,0.5437442922374429
74,state_accuracy,cot_pad,2,mod3,0.4913963963963964
74,final_answer_accuracy,cot_pad,2,mod3,0.32666666666666666
74,transition_consistency,cot_pad,2,mod3,0.5422072072072072
75,state_accuracy,cot_pad,2,mod3,0.4916
75,final_answer_accuracy,cot_pad,2,mod3,0.3233333333333333
75,transition_consistency,cot_pad,2,mod3,0.5360888888888888
76,state_accuracy,cot_pad,2,mod3,0.49666666666666665
76,final_answer_accuracy,cot_pad,2,mod3,0.33666666666666667
76,transition_consistency,cot_pad,2,mod3,0.5389035087719298
77,state_accuracy,cot_pad,2,mod3,0.49636363636363634
77,final_answer_accuracy,cot_pad,2,mod3,0.30333333333333334
77,transition_consistency,cot_pad,2,mod3,0.5443290043290043
78,state_accuracy,cot_pad,2,mod3,0.48901709401709403
78,final_answer_accuracy,cot_pad,2,mod3,0.3433333333333333
78,transition_consistency,cot_pad,2,mod3,0.5356410256410257
79,state_accuracy,cot_pad,2,mod3,0.4823628691983122
79,final_answer_accuracy,cot_pad,2,mod3,0.3233333333333333
79,transition_consistency,cot_pad,2,mod3,0.5303797468354431
80,state_accuracy,cot_pad,2,mod3,0.495
80,final_answer_accuracy,cot_pad,2,mod3,0.32
80,transition_consistency,cot_pad,2,mod3,0.5367083333333333
81,state_accuracy,cot_pad,2,mod3,0.47386831275720165
81,final_answer_accuracy,cot_pad,2,mod3,0.34
81,transition_consistency,cot_pad,2,mod3,0.5295473251028806
82,state_accuracy,cot_pad,2,mod3,0.4816666666666667
82,final_answer_accuracy,cot_pad,2,mod3,0.36333333333333334
82,transition_consistency,cot_pad,2,mod3,0.5294308943089431
83,state_accuracy,cot_pad,2,mod3,0.48654618473895583
83,final_answer_accuracy,cot_pad,2,mod3,0.36333333333333334
83,transition_consistency,cot_pad,2,mod3,0.5303614457831325
84,state_accuracy,cot_pad,2,mod3,0.4690873015873016
84,final_answer_accuracy,cot_pad,2,mod3,0.34
84,transition_consistency,cot_pad,2,mod3,0.5321428571428571
85,state_accuracy,cot_pad,2,mod3,0.48090196078431374
85,final_answer_accuracy,cot_pad,2,mod3,0.34
85,transition_consistency,cot_pad,2,mod3,0.5368627450980392
86,state_accuracy,cot_pad,2,mod3,0.4745348837209302
86,final_answer_accuracy,cot_pad,2,mod3,0.3
86,transition_consistency,cot_pad,2,mod3,0.5257751937984496
87,state_accuracy,cot_pad,2,mod3,0.47846743295019156
87,final_answer_accuracy,cot_pad,2,mod3,0.35
87,transition_consistency,cot_pad,2,mod3,0.5237164750957854
88,state_accuracy,cot_pad,2,mod3,0.4661363636363636
88,final_answer_accuracy,cot_pad,2,mod3,0.35
88,transition_consistency,cot_pad,2,mod3,0.5245454545454545
89,state_accuracy,cot_pad,2,mod3,0.47258426966292133
89,final_answer_accuracy,cot_pad,2,mod3,0.38666666666666666
89,transition_consistency,cot_pad,2,mod3,0.5273408239700375
90,state_accuracy,cot_pad,2,mod3,0.46470370370370373
90,final_answer_accuracy,cot_pad,2,mod3,0.3466666666666667
90,transition_consistency,cot_pad,2,mod3,0.5265925925925926
91,state_accuracy,cot_pad,2,mod3,0.4727838827838828
91,final_answer_accuracy,cot_pad,2,mod3,0.31666666666666665
91,transition_consistency,cot_pad,2,mod3,0.5231135531135531
92,state_accuracy,cot_pad,2,mod3,0.46409420289855075
92,final_answer_accuracy,cot_pad,2,mod3,0.33666666666666667
92,transition_consistency,cot_pad,2,mod3,0.520036231884058
93,state_accuracy,cot_pad,2,mod3,0.46207885304659496
93,final_answer_accuracy,cot_pad,2,mod3,0.31666666666666665
93,transition_consistency,cot_pad,2,mod3,0.5187455197132617
94,state_accuracy,cot_pad,2,mod3,0.45907801418439714
94,final_answer_accuracy,cot_pad,2,mod3,0.30666666666666664
94,transition_consistency,cot_pad,2,mod3,0.5125886524822695
95,state_accuracy,cot_pad,2,mod3,0.4590175438596491
95,final_answer_accuracy,cot_pad,2,mod3,0.2833333333333333
95,transition_consistency,cot_pad,2,mod3,0.5103508771929824
96,state_accuracy,cot_pad,2,mod3,0.4648263888888889
96,final_answer_accuracy,cot_pad,2,mod3,0.3566666666666667
96,transition_consistency,cot_pad,2,mod3,0.5188888888888888
97,state_accuracy,cot_pad,2,mod3,0.4585910652920962
97,final_answer_accuracy,cot_pad,2,mod3,0.32
97,transition_consistency,cot_pad,2,mod3,0.5115463917525773
98,state_accuracy,cot_pad,2,mod3,0.4517687074829932
98,final_answer_accuracy,cot_pad,2,mod3,0.36333333333333334
98,transition_consistency,cot_pad,2,mod3,0.5119047619047619
99,state_accuracy,cot_pad,2,mod3,0.4534343434343434
99,final_answer_accuracy,cot_pad,2,mod3,0.37
99,transition_consistency,cot_pad,2,mod3,0.5131649831649832
100,state_accuracy,cot_pad,2,mod3,0.4512
100,final_answer_accuracy,cot_pad,2,mod3,0.3233333333333333
100,transition_consistency,cot_pad,2,mod3,0.5123333333333333
101,state_accuracy,cot_pad,2,mod3,0.4552145214521452
101,final_answer_accuracy,cot_pad,2,mod3,0.31333333333333335
101,transition_consistency,cot_pad,2,mod3,0.5132013201320133
102,state_accuracy,cot_pad,2,mod3,0.45294117647058824
102,final_answer_accuracy,cot_pad,2,mod3,0.30666666666666664
102,transition_consistency,cot_pad,2,mod3,0.5049019607843137
103,state_accuracy,cot_pad,2,mod3,0.45491909385113266
103,final_answer_accuracy,cot_pad,2,mod3,0.35333333333333333
103,transition_consistency,cot_pad,2,mod3,0.5080582524271845
104,state_accuracy,cot_pad,2,mod3,0.44903846153846155
104,final_answer_accuracy,cot_pad,2,mod3,0.34
104,transition_consistency,cot_pad,2,mod3,0.5019551282051282
105,state_accuracy,cot_pad,2,mod3,0.4538730158730159
105,final_answer_accuracy,cot_pad,2,mod3,0.36
105,transition_consistency,cot_pad,2,mod3,0.5073333333333333
106,state_accuracy,cot_pad,2,mod3,0.4479874213836478
106,final_answer_accuracy,cot_pad,2,mod3,0.31
106,transition_consistency,cot_pad,2,mod3,0.5067295597484277
107,state_accuracy,cot_pad,2,mod3,0.44897196261682243
107,final_answer_accuracy,cot_pad,2,mod3,0.31
107,transition_consistency,cot_pad,2,mod3,0.5007788161993769
108,state_accuracy,cot_pad,2,mod3,0.44203703703703706
108,final_answer_accuracy,cot_pad,2,mod3,0.3566666666666667
108,transition_consistency,cot_pad,2,mod3,0.5015123456790124
109,state_accuracy,cot_pad,2,mod3,0.4480428134556575
109,final_answer_accuracy,cot_pad,2,mod3,0.3333333333333333
109,transition_consistency,cot_pad,2,mod3,0.5030581039755352
110,state_accuracy,cot_pad,2,mod3,0.4495454545454545
110,final_answer_accuracy,cot_pad,2,mod3,0.34
110,transition_consistency,cot_pad,2,mod3,0.5
111,state_accuracy,cot_pad,2,mod3,0.44738738738738737
111,final_answer_accuracy,cot_pad,2,mod3,0.38
111,transition_consistency,cot_pad,2,mod3,0.5060360360360361
112,state_accuracy,cot_pad,2,mod3,0.4380952380952381
112,final_answer_accuracy,cot_pad,2,mod3,0.37666666666666665
112,transition_consistency,cot_pad,2,mod3,0.5044047619047619
113,state_accuracy,cot_pad,2,mod3,0.44026548672566373
113,final_answer_accuracy,cot_pad,2,mod3,0.32666666666666666
113,transition_consistency,cot_pad,2,mod3,0.5030973451327434
114,state_accuracy,cot_pad,2,mod3,0.4464035087719298
114,final_answer_accuracy,cot_pad,2,mod3,0.35333333333333333
114,transition_consistency,cot_pad,2,mod3,0.500906432748538
115,state_accuracy,cot_pad,2,mod3,0.4375942028985507
115,final_answer_accuracy,cot_pad,2,mod3,0.3333333333333333
115,transition_consistency,cot_pad,2,mod3,0.5060869565217392
116,state_accuracy,cot_pad,2,mod3,0.4392241379310345
116,final_answer_accuracy,cot_pad,2,mod3,0.31
116,transition_consistency,cot_pad,2,mod3,0.49916666666666665
117,state_accuracy,cot_pad,2,mod3,0.43504273504273505
117,final_answer_accuracy,cot_pad,2,mod3,0.2833333333333333
117,transition_consistency,cot_pad,2,mod3,0.5006552706552706
118,state_accuracy,cot_pad,2,mod3,0.4394915254237288
118,final_answer_accuracy,cot_pad,2,mod3,0.33666666666666667
118,transition_consistency,cot_pad,2,mod3,0.49892655367231636
119,state_accuracy,cot_pad,2,mod3,0.43823529411764706
119,final_answer_accuracy,cot_pad,2,mod3,0.36
119,transition_consistency,cot_pad,2,mod3,0.49985994397759104
120,state_accuracy,cot_pad,2,mod3,0.4346111111111111
120,final_answer_accuracy,cot_pad,2,mod3,0.37333333333333335
120,transition_consistency,cot_pad,2,mod3,0.49980555555555556
121,state_accuracy,cot_pad,2,mod3,0.44016528925619836
121,final_answer_accuracy,cot_pad,2,mod3,0.32666666666666666
121,transition_consistency,cot_pad,2,mod3,0.49765840220385676
122,state_accuracy,cot_pad,2,mod3,0.433551912568306
122,final_answer_accuracy,cot_pad,2,mod3,0.3233333333333333
122,transition_consistency,cot_pad,2,mod3,0.49745901639344264
123,state_accuracy,cot_pad,2,mod3,0.43533875338753386
123,final_answer_accuracy,cot_pad,2,mod3,0.3233333333333333
123,transition_consistency,cot_pad,2,mod3,0.4971544715447154
124,state_accuracy,cot_pad,2,mod3,0.43196236559139783
124,final_answer_accuracy,cot_pad,2,mod3,0.32666666666666666
124,transition_consistency,cot_pad,2,mod3,0.4963978494623656
125,state_accuracy,cot_pad,2,mod3,0.4308
125,final_answer_accuracy,cot_pad,2,mod3,0.3333333333333333
125,transition_consistency,cot_pad,2,mod3,0.4974133333333333
126,state_accuracy,cot_pad,2,mod3,0.4298941798941799
126,final_answer_accuracy,cot_pad,2,mod3,0.34
126,transition_consistency,cot_pad,2,mod3,0.4921957671957672
127,state_accuracy,cot_pad,2,mod3,0.4309186351706037
127,final_answer_accuracy,cot_pad,2,mod3,0.3333333333333333
127,transition_consistency,cot_pad,2,mod3,0.49918635170603676
128,state_accuracy,cot_pad,2,mod3,0.4359375
128,final_answer_accuracy,cot_pad,2,mod3,0.3433333333333333
128,transition_consistency,cot_pad,2,mod3,0.49557291666666664
2,final_answer_accuracy,direct,3,mod3,1.0
3,final_answer_accuracy,direct,3,mod3,0.8733333333333333
4,final_answer_accuracy,direct,3,mod3,0.7433333333333333
5,final_answer_accuracy,direct,3,mod3,0.6
6,final_answer_accuracy,direct,3,mod3,0.49666666666666665
7,final_answer_accuracy,direct,3,mod3,0.44666666666666666
8,final_answer_accuracy,direct,3,mod3,0.4033333333333333
9,final_answer_accuracy,direct,3,mod3,0.33
10,final_answer_accuracy,direct,3,mod3,0.33666666666666667
11,final_answer_accuracy,direct,3,mod3,0.33
12,final_answer_accuracy,direct,3,mod3,0.3333333333333333
13,final_answer_accuracy,direct,3,mod3,0.3333333333333333
14,final_answer_accuracy,direct,3,mod3,0.33666666666666667
15,final_answer_accuracy,direct,3,mod3,0.34
16,final_answer_accuracy,direct,3,mod3,0.3333333333333333
17,final_answer_accuracy,direct,3,mod3,0.33666666666666667
18,final_answer_accuracy,direct,3,mod3,0.3333333333333333
19,final_answer_accuracy,direct,3,mod3,0.3333333333333333
20,final_answer_accuracy,direct,3,mod3,0.3333333333333333
21,final_answer_accuracy,direct,3,mod3,0.3333333333333333
22,final_answer_accuracy,direct,3,mod3,0.3333333333333333
23,final_answer_accuracy,direct,3,mod3,0.3333333333333333
24,final_answer_accuracy,direct,3,mod3,0.3333333333333333
25,final_answer_accuracy,direct,3,mod3,0.3333333333333333
26,final_answer_accuracy,direct,3,mod3,0.3333333333333333
27,final_answer_accuracy,direct,3,mod3,0.3333333333333333
28,final_answer_accuracy,direct,3,mod3,0.3333333333333333
29,final_answer_accuracy,direct,3,mod3,0.3333333333333333
30,final_answer_accuracy,direct,3,mod3,0.33666666666666667
31,final_answer_accuracy,direct,3,mod3,0.3333333333333333
32,final_answer_accuracy,direct,3,mod3,0.3333333333333333
33,final_answer_accuracy,direct,3,mod3,0.3333333333333333
34,final_answer_accuracy,direct,3,mod3,0.3333333333333333
35,final_answer_accuracy,direct,3,mod3,0.3333333333333333
36,final_answer_accuracy,direct,3,mod3,0.3333333333333333
37,final_answer_accuracy,direct,3,mod3,0.3333333333333333
38,final_answer_accuracy,direct,3,mod3,0.3333333333333333
39,final_answer_accuracy,direct,3,mod3,0.3333333333333333
40,final_answer_accuracy,direct,3,mod3,0.3333333333333333
41,final_answer_accuracy,direct,3,mod3,0.3333333333333333
42,final_answer_accuracy,direct,3,mod3,0.3333333333333333
43,final_answer_accuracy,direct,3,mod3,0.3333333333333333
44,final_answer_accuracy,direct,3,mod3,0.33
45,final_answer_accuracy,direct,3,mod3,0.3333333333333333
46,final_answer_accuracy,direct,3,mod3,0.3333333333333333
47,final_answer_accuracy,direct,3,mod3,0.3333333333333333
48,final_answer_accuracy,direct,3,mod3,0.3333333333333333
49,final_answer_accuracy,direct,3,mod3,0.3333333333333333
50,final_answer_accuracy,direct,3,mod3,0.3333333333333333
51,final_answer_accuracy,direct,3,mod3,0.33
52,final_answer_accuracy,direct,3,mod3,0.3333333333333333
53,final_answer_accuracy,direct,3,mod3,0.3333333333333333
54,final_answer_accuracy,direct,3,mod3,0.3333333333333333
55,final_answer_accuracy,direct,3,mod3,0.3333333333333333
56,final_answer_accuracy,direct,3,mod3,0.3333333333333333
57,final_answer_accuracy,direct,3,mod3,0.3333333333333333
58,final_answer_accuracy,direct,3,mod3,0.3333333333333333
59,final_answer_accuracy,direct,3,mod3,0.33
60,final_answer_accuracy,direct,3,mod3,0.3333333333333333
61,final_answer_accuracy,direct,3,mod3,0.33666666666666667
62,final_answer_accuracy,direct,3,mod3,0.3333333333333333
63,final_answer_accuracy,direct,3,mod3,0.3333333333333333
64,final_answer_accuracy,direct,3,mod3,0.3333333333333333
65,final_answer_accuracy,direct,3,mod3,0.3333333333333333
66,final_answer_accuracy,direct,3,mod3,0.33666666666666667
67,final_answer_accuracy,direct,3,mod3,0.3333333333333333
68,final_answer_accuracy,direct,3,mod3,0.3333333333333333
69,final_answer_accuracy,direct,3,mod3,0.3333333333333333
70,final_answer_accuracy,direct,3,mod3,0.3333333333333333
71,final_answer_accuracy,direct,3,mod3,0.33666666666666667
72,final_answer_accuracy,direct,3,mod3,0.3333333333333333
73,final_answer_accuracy,direct,3,mod3,0.33
74,final_answer_accuracy,direct,3,mod3,0.33
75,final_answer_accuracy,direct,3,mod3,0.3333333333333333
76,final_answer_accuracy,direct,3,mod3,0.33666666666666667
77,final_answer_accuracy,direct,3,mod3,0.3333333333333333
78,final_answer_accuracy,direct,3,mod3,0.3333333333333333
79,final_answer_accuracy,direct,3,mod3,0.33
80,final_answer_accuracy,direct,3,mod3,0.3333333333333333
81,final_answer_accuracy,direct,3,mod3,0.33
82,final_answer_accuracy,direct,3,mod3,0.3333333333333333
83,final_answer_accuracy,direct,3,mod3,0.3333333333333333
84,final_answer_accuracy,direct,3,mod3,0.3333333333333333
85,final_answer_accuracy,direct,3,mod3,0.3333333333333333
86,final_answer_accuracy,direct,3,mod3,0.33
87,final_answer_accuracy,direct,3,mod3,0.3333333333333333
88,final_answer_accuracy,direct,3,mod3,0.3333333333333333
89,final_answer_accuracy,direct,3,mod3,0.3333333333333333
90,final_answer_accuracy,direct,3,mod3,0.3333333333333333
91,final_answer_accuracy,direct,3,mod3,0.3333333333333333
92,final_answer_accuracy,direct,3,mod3,0.3333333333333333
93,final_answer_accuracy,direct,3,mod3,0.33
94,final_answer_accuracy,direct,3,mod3,0.3333333333333333
95,final_answer_accuracy,direct,3,mod3,0.3333333333333333
96,final_answer_accuracy,direct,3,mod3,0.33
97,final_answer_accuracy,direct,3,mod3,0.33
98,final_answer_accuracy,direct,3,mod3,0.33666666666666667
99,final_answer_accuracy,direct,3,mod3,0.3333333333333333
100,final_answer_accuracy,direct,3,mod3,0.33
101,final_answer_accuracy,direct,3,mod3,0.33666666666666667
102,final_answer_accuracy,direct,3,mod3,0.33
103,final_answer_accuracy,direct,3,mod3,0.3333333333333333
104,final_answer_accuracy,direct,3,mod3,0.3333333333333333
105,final_answer_accuracy,direct,3,mod3,0.3333333333333333
106,final_answer_accuracy,direct,3,mod3,0.3333333333333333
107,final_answer_accuracy,direct,3,mod3,0.33
108,final_answer_accuracy,direct,3,mod3,0.3333333333333333
109,final_answer_accuracy,direct,3,mod3,0.33666666666666667
110,final_answer_accuracy,direct,3,mod3,0.33
111,final_answer_accuracy,direct,3,mod3,0.3333333333333333
112,final_answer_accuracy,direct,3,mod3,0.3333333333333333
113,final_answer_accuracy,direct,3,mod3,0.33666666666666667
114,final_answer_accuracy,direct,3,mod3,0.33666666666666667
115,final_answer_accuracy,direct,3,mod3,0.3333333333333333
116,final_answer_accuracy,direct,3,mod3,0.33666666666666667
117,final_answer_accuracy,direct,3,mod3,0.33
118,final_answer_accuracy,direct,3,mod3,0.33
119,final_answer_accuracy,direct,3,mod3,0.33
120,final_answer_accuracy,direct,3,mod3,0.3333333333333333
121,final_answer_accuracy,direct,3,mod3,0.33666666666666667
122,final_answer_accuracy,direct,3,mod3,0.32666666666666666
123,final_answer_accuracy,direct,3,mod3,0.33666666666666667
124,final_answer_accuracy,direct,3,mod3,0.3333333333333333
125,final_answer_accuracy,direct,3,mod3,0.33
126,final_answer_accuracy,direct,3,mod3,0.3333333333333333
127,final_answer_accuracy,direct,3,mod3,0.3333333333333333
128,final_answer_accuracy,direct,3,mod3,0.3333333333333333
2,state_accuracy,cot_true,3,mod3,1.0
2,final_answer_accuracy,cot_true,3,mod3,1.0
2,transition_consistency,cot_true,3,mod3,1.0
3,state_accuracy,cot_true,3,mod3,1.0
3,final_answer_accuracy,cot_true,3,mod3,1.0
3,transition_consistency,cot_true,3,mod3,1.0
4,state_accuracy,cot_true,3,mod3,1.0
4,final_answer_accuracy,cot_true,3,mod3,1.0
4,transition_consistency,cot_true,3,mod3,1.0
5,state_accuracy,cot_true,3,mod3,1.0
5,final_answer_accuracy,cot_true,3,mod3,1.0
5,transition_consistency,cot_true,3,mod3,1.0
6,state_accuracy,cot_true,3,mod3,1.0
6,final_answer_accuracy,cot_true,3,mod3,1.0
6,transition_consistency,cot_true,3,mod3,1.0
7,state_accuracy,cot_true,3,mod3,1.0
7,final_answer_accuracy,cot_true,3,mod3,1.0
7,transition_consistency,cot_true,3,mod3,1.0
